######;emperor title;#;#;;#;;;;;;;;;x
#empire_japanese;Empire;Empire;Reich;;Imperio;;;;;;;;;x
#empire_of_japanese;Empire of;Empire de;Reich von;;Imperio de;;;;;;;;;x
#title_prince_japanese;Shinno;Shinno;Shinno;;Shinno;;;;;;;;;x
#title_prince_female_japanese;Ojo;Ojo;Ojo;;Ojo;;;;;;;;;x
#title_regent_japanese;Kampaku;Kampaku;Kampaku;;Kampaku;;;;;;;;;x
######;;#;#;;#;;;;;;;;;x
nick_red_monk;the Red Monk;le Moine Rouge;der rote Mönch;;el Monje Rojo;;;;;;;;;x
nick_dishonorable;the Dishonourable;the Dishonourable;der Unehrenhafte;;the Dishonourable;;;;;;;;;x
nick_ronin;the Ronin;le Ronin;der Ronin;;el Ronin;;;;;;;;;x
nick_the_exile;the Exile;l'Exilé;der Exilierte;;el Exilio;;;;;;;;;x
######;duke title;#;#;;#;;;;;;;;;x
#duchy_japanese;Kuni;Kuni;Kuni;;Kuni;;;;;;;;;x
#duchy_of_japanese;Daimyo of;Daimyo de;Daimyo von;;Daimyo de;;;;;;;;;x
duke_japanese;Daimyo;Daimyo;Daimyo;;Daimyo;;;;;;;;;x
#city_duchy_japanese;Shicho;Shicho;Shicho;;Shicho;;;;;;;;;x
#city_duke_of_japanese;Shicho of;Shicho de;Shicho von;;Shicho de;;;;;;;;;x
city_duke_japanese;Chiji;Chiji;Chiji;;Chiji;;;;;;;;;x
temple_duchy_taoic_group;Theocracy;Théocratie;Theokratie;;Teocracia;;;;;;;;;x
temple_duchy_of_taoic_group;Theocracy of;Théocratie de;Theokratie von;;Teocracia de;;;;;;;;;x
temple_duke_taoic_group;Archpriest;Archiprêtre;Erzpriester;;Arcipreste;;;;;;;;;x
######;count title;#;#;;#;;;;;;;;;x
#county_japanese;Kuri;Kuri;Kuri;;Kuri;;;;;;;;;x
#county_of_japanese;Shugo of;Shugo de;Shugo von;;Shugo de;;;;;;;;;x
count_japanese;Shugo;Shugo;Shugo;;Shugo;;;;;;;;;x
#city_county_of_japanese;Ku of;Ku de;Ku von;;Ku de;;;;;;;;;x
#city_county_japanese;Ku;Ku;Ku;;Ku;;;;;;;;;x
city_count_japanese;Kucho;Kucho;Kucho;;Kucho;;;;;;;;;x
temple_county_taoic_group;Theocracy;Théocratie;Theokratie;;Teocracia;;;;;;;;;x
temple_county_of_taoic_group;Theocracy of;Théocratie de;Theokratie von;;Teocracia de;;;;;;;;;x
temple_count_taoic_group;High Priest;Grand-prêtre;Hohepriester;;Sumo sacerdote;;;;;;;;;x
######;barony title;#;#;;#;;;;;;;;;x
#barony_japanese;Kokujin;Kokujin;Kokujin;;Kokujin;;;;;;;;;x
#barony_of;Kokujin of;Kokujin de;Kokujin von;;Kokujin de;;;;;;;;;x
baron_japanese;Kokujin;Kokujin;Kokujin;;Kokujin;;;;;;;;;x
#city_barony_of_japanese of;Cho of;Cho de;Cho von;;Shiho de;;;;;;;;;x
#city_barony_japanese;Cho;Cho;Cho;;Cho;;;;;;;;;x
city_baron_japanese;Shicho;Shicho;Shicho;;Shicho;;;;;;;;;x
temple_barony_taoic_group;Temple;Temple;Tempel;;Templo;;;;;;;;;x
temple_barony_of_taoic_group;Temple of;Temple de;Tempel von;;Templo de;;;;;;;;;x
temple_baron_taoic_group;Priest;Prêtre;Priester;;Sacerdote;;;;;;;;;x
######;#;#;#;;#;;;;;;;;;x
#empires_japanese;Empires;Empires;Reiche;;Imperios;;;;;;;;;x
#kingdoms_japanese;Shogunates;Royaumes;Königreiche;;Reinos;;;;;;;;;x
#duchies_japanese;Daimyos;Daimyos;Daimyos;;Daimyos;;;;;;;;;x
#counties_japanese;Shugos;Shugos;Shugos;;Shugos;;;;;;;;;x
#baronies_japanese;Kokujins;Kokujins;Kokujins;;Kokujins;;;;;;;;;x
######;;#;#;;#;;;;;;;;;x
title_court_calligrapher;Court Calligrapher;Calligraphe;Hofkalligraph;;Calígrafo de la corte;;;;;;;;;x;
title_court_calligrapher_desc;Calligraphy is a visible expression of the highest art of all, the art of the spiritual world.;La calligraphie est une expression visible de l'art le plus élevé de tous, l'art du monde spirituel.;Kalligraphie ist ein sichtbarer Ausdruck der höchsten Kunst von allen, die Kunst der spirituellen Welt.;;La caligrafía es una expresión visible de el arte más elevado de todos, el arte del mundo espiritual..;;;;;;;;;x;
title_court_poet;Court Poet;Poète;Hofdichter;;Poeta de la corte;;;;;;;;;x;
title_court_poet_desc;Poets enjoy a great deal of respect and prestige, often religious, but sometimes pushing the limits of what is acceptable.;Les poètes islamiques jouissent d'un fort respect et d'un grand prestige. Traitant souvent du thème de la religion, il leur arrive parfois de repousser les limites de l'acceptable.;Islamische Dichter erlangen großen Ruhm und Ansehen, oft religiöser Natur, aber machmal gehen sie über die Grenzen des Erlaubten hinaus.;;Los poetas islámicos disfrutan de gran respeto y prestigio, a menudo religiosos, pero a veces rozan los límites de lo aceptable.;;;;;;;;;x;
title_chief_architect;Chief Architect;Architecte en chef;Chef-Architekt;;Arquitecto Jefe;;;;;;;;;x;
title_chief_architect_desc;The Chief Architect is responsible for designing and overseeing the construction of palaces, temples and grand monuments.;L'architecte en chef est chargé de la création et de la surveillance de la construction des palais, mosquées et autres grands monuments.;Der Chef-Architekt ist für die Planung und Beaufsichtigung beim Bau von Palästen, Moscheen und großen Denkmälern verantwortlich.;;El Arquitecto Jefe es responsable de diseñar y supervisar la construcción de palacios, mezquitas y grandes monumentos.;;;;;;;;;x;
title_dagaku-no-kami;Daigaku-no-kami;Daigaku-no-kami;Daigaku-no-kami;;Daigaku-no-kami;;;;;;;;;x;
title_dagaku-no-kami_desc;The Chief Education expert is head of the Imperial University, the Daigaku-ryo;Chapelain;Hofpriester;;Sacerdote de la corte;;;;;;;;;x;
job_spiritual_taoic_group;Court Priest;Chapelain;Hofpriester;;Sacerdote de la corte;;;;;;;;;x;
job_spiritual_shinto;Kannushi;Kannushi;Kannushi;;Kannushi;;;;;;;;;x;
#job_chancellor;Daijo-daijin;Chancelier;Kanzler ;;Canciller;;;;;;;;;x
#job_marshal;Hyobu-kyo;Maréchal;Marschall;;Mariscal;;;;;;;;;x
#job_treasurer;Okura-kyo;Intendant;Verwalter;;Mayordomo;;;;;;;;;x
#job_spymaster;Spymaster;Maître-Espion;Agentenführer;;Maestro de Espías;;;;;;;;;x
######;#;#;#;;#;;;;;;;;;x
e_shogunate;Japan;Japon;Japan;;Japon;;;;;;;;;x
k_shogunate;Japan;Japon;Japan;;Japon;;;;;;;;;x
e_japan;Japan;Japon;Japan;;Japon;;;;;;;;;x
k_japan;Japan;Japon;Japan;;Japon;;;;;;;;;x
k_ikko-ikki;Ikko Ikki;Ikko Ikki;Ikko Ikki;;Ikko Ikki;;;;;;;;;x
######;#;#;#;;#;;;;;;;;;x
e_clan;Clan;Clan;Clan;;Clan;;;;;;;;;x
k_clan;Clan;Clan;Clan;;Clan;;;;;;;;;x
k_kyushu;Kyushu;Kyushu;Kyushu;;Kyushu;;;;;;;;;x
k_saikaido;Saikaido;Saikaido;Saikaido;;Saikaido;;;;;;;;;x
k_nanban;Nanban Traders;Commerçants Nanban;Nanban Händler;;Nanban comerciantes;;;;;;;;;x
k_shikoku;Shikoku;Shikoku;Shikoku;;Shikoku;;;;;;;;;x
k_nankaido;Nankaido;Nankaido;Nankaido;;Nankaido;;;;;;;;;x
k_kansai;Kansai;Kansai;Kansai;;Kansai;;;;;;;;;x
k_kinai;Kinai;Kinai;Kinai;;Kinai;;;;;;;;;x
k_chubu;Chubu;Chubu;Chubu;;Chubu;;;;;;;;;x
k_tokai;Tokai;Tokai;Tokai;;Tokai;;;;;;;;;x
k_tosando;Tosando;Tosando;Tosando;;Tosando;;;;;;;;;x
k_kanto;Kanto;Kanto;Kanto;;Kanto;;;;;;;;;x
k_tohoku;Tohoku;Tohoku;Tohoku;;Tohoku;;;;;;;;;x
k_hokuriku;Hokuriku;Hokuriku;Hokuriku;;Hokuriku;;;;;;;;;x
k_chugoku;Chugoku;Chugoku;Chugoku;;Chugoku;;;;;;;;;x
k_sanindo;San'indo;San'indo;San'indo;;San'indo;;;;;;;;;x
k_sanyodo;San'yodo;San'yodo;San'yodo;;San'yodo;;;;;;;;;x
k_netherlands;Netherlands;Pays-Bas;Niederlande;;Países Bajos;;;;;;;;;x
######;mercenaries;#;#;;#;;;;;;;;;x
d_ronin_0;Ronin;Ronin;Ronin;;Ronin;;;;;;;;;x
d_ronin_1;Ronin;Ronin;Ronin;;Ronin;;;;;;;;;x
d_ronin_2;Ronin;Ronin;Ronin;;Ronin;;;;;;;;;x
d_ronin_3;Ronin;Ronin;Ronin;;Ronin;;;;;;;;;x
d_ronin_4;Ronin;Ronin;Ronin;;Ronin;;;;;;;;;x
d_warriormonks_0;Sohei;Sohei;Sohei;;Sohei;;;;;;;;;x
d_warriormonks_1;Sohei;Sohei;Sohei;;Sohei;;;;;;;;;x
d_warriormonks_2;Sohei;Sohei;Sohei;;Sohei;;;;;;;;;x
d_wokou_big_0;Big Wokou Fleet;Flotte Wokou grand;Große Wokou Flotte;;Gran Flota Wokou;;;;;;;;;x
d_wokou_small_0;Small Wokou Fleet;Flotte Wokou petite;Kleine Wokou Flotte;;Flota Wokou pequeño;;;;;;;;;x
d_expforce_1;Small Expeditionary Force;Small Expeditionary Force;Small Expeditionary Force;;Small Expeditionary Force;;;;;;;;;x
d_expforce_2;Medium Expeditionary Force;Medium Expeditionary Force;Medium Expeditionary Force;;Medium Expeditionary Force;;;;;;;;;x
d_expforce_3;Large Expeditionary Force;Large Expeditionary Force;Large Expeditionary Force;;Large Expeditionary Force;;;;;;;;;x
######;duchies;#;#;;#;;;;;;;;;x
d_mutsu;Mutsu;Mutsu;Mutsu;;Mutsu;;;;;;;;;x
d_rikuchu;Rikuchu;Rikuchu;Rikuchu;;Rikuchu;;;;;;;;;x
d_rikuzen;Rikuzen;Rikuzen;Rikuzen;;Rikuzen;;;;;;;;;x
d_iwaki;Iwaki;Iwaki;Iwaki;;Iwaki;;;;;;;;;x
d_hitachi;Hitachi;Hitachi;Hitachi;;Hitachi;;;;;;;;;x
d_ugo;Akita;Akita;Akita;;Akita;;;;;;;;;x
d_uzen;Uzen;Uzen;Uzen;;Uzen;;;;;;;;;x
d_echigo;Echigo;Echigo;Echigo;;Echigo;;;;;;;;;x
d_iwashiro;Iwashiro;Iwashiro;Iwashiro;;Iwashiro;;;;;;;;;x
d_shimotsuke;Shimotsuke;Shimotsuke;Shimotsuke;;Shimotsuke;;;;;;;;;x
d_kozuke;Kozuke;Kozuke;Kozuke;;Kozuke;;;;;;;;;x
d_musashi;Musashi;Musashi;Musashi;;Musashi;;;;;;;;;x
d_shimosa;Shimosa;Shimosa;Shimosa;;Shimosa;;;;;;;;;x
d_kazusa;Kazusa;Kazusa;Kazusa;;Kazusa;;;;;;;;;x
d_boshu;Boshu;Boshu;Boshu;;Boshu;;;;;;;;;x
d_sagami;Sagami;Sagami;Sagami;;Sagami;;;;;;;;;x
d_izu;Izu;Izu;Izu;;Izu;;;;;;;;;x
d_kai;Kai;Kai;Kai;;Kai;;;;;;;;;x
d_shinano;Shinano;Shinano;Shinano;;Shinano;;;;;;;;;x
d_suruga;Suruga;Suruga;Suruga;;Suruga;;;;;;;;;x
d_totomi;Totomi;Totomi;Totomi;;Totomi;;;;;;;;;x
d_noto;Noto;Noto;Noto;;Noto;;;;;;;;;x
d_etchu;Etchu;Etchu;Etchu;;Etchu;;;;;;;;;x
d_kaga;Kaga;Kaga;Kaga;;Kaga;;;;;;;;;x
d_hida;Hida;Hida;Hida;;Hida;;;;;;;;;x
d_echizen;Echizen;Echizen;Echizen;;Echizen;;;;;;;;;x
d_mino;Mino;Mino;Mino;;Mino;;;;;;;;;x
d_mikawa;Mikawa;Mikawa;Mikawa;;Mikawa;;;;;;;;;x
d_owari;Owari;Owari;Owari;;Owari;;;;;;;;;x
d_wakasa;Wakasa;Wakasa;Wakasa;;Wakasa;;;;;;;;;x
d_omi;Omi;Omi;Omi;;Omi;;;;;;;;;x
d_ise;Ise;Ise;Ise;;Ise;;;;;;;;;x
d_shima;Shima;Shima;Shima;;Shima;;;;;;;;;x
d_iga;Iga;Iga;Iga;;Iga;;;;;;;;;x
d_tango;Tango;Tango;Tango;;Tango;;;;;;;;;x
d_tanba;Tanba;Tanba;Tanba;;Tanba;;;;;;;;;x
d_yamashiro;Yamashiro;Yamashiro;Yamashiro;;Yamashiro;;;;;;;;;x
d_yamato;Yamato;Yamato;Yamato;;Yamato;;;;;;;;;x
d_kii;Kii;Kii;Kii;;Kii;;;;;;;;;x
d_izumi;Izumi;Izumi;Izumi;;Izumi;;;;;;;;;x
d_kawachi;Kawachi;Kawachi;Kawachi;;Kawachi;;;;;;;;;x
d_settsu;Settsu;Settsu;Settsu;;Settsu;;;;;;;;;x
d_tajima;Tajima;Tajima;Tajima;;Tajima;;;;;;;;;x
d_harima;Harima;Harima;Harima;;Harima;;;;;;;;;x
d_inaba;Inaba;Inaba;Inaba;;Inaba;;;;;;;;;x
d_mimasaka;Mimasaka;Mimasaka;Mimasaka;;Mimasaka;;;;;;;;;x
d_bizen;Bizen;Bizen;Bizen;;Bizen;;;;;;;;;x
d_hoki;Hoki;Hoki;Hoki;;Hoki;;;;;;;;;x
d_bingo;Bingo;Bingo;Bingo;;Bingo;;;;;;;;;x
d_izumo;Izumo;Izumo;Izumo;;Izumo;;;;;;;;;x
d_bitchu;Bitchu;Bitchu;Bitchu;;Bitchu;;;;;;;;;x
d_iwami;Iwami;Iwami;Iwami;;Iwami;;;;;;;;;x
d_aki;Aki;Aki;Aki;;Aki;;;;;;;;;x
d_suo;Suo;Suo;Suo;;Suo;;;;;;;;;x
d_nagato;Nagato;Nagato;Nagato;;Nagato;;;;;;;;;x
d_buzen;Buzen;Buzen;Buzen;;Buzen;;;;;;;;;x
d_chikuzen;Chikuzen;Chikuzen;Chikuzen;;Chikuzen;;;;;;;;;x
d_hizen;Hizen;Hizen;Hizen;;Hizen;;;;;;;;;x
d_chikugo;Chikugo;Chikugo;Chikugo;;Chikugo;;;;;;;;;x
d_bungo;Bungo;Bungo;Bungo;;Bungo;;;;;;;;;x
d_higo;Higo;Higo;Higo;;Higo;;;;;;;;;x
d_hyuga;Hyuga;Hyuga;Hyuga;;Hyuga;;;;;;;;;x
d_satsuma;Satsuma;Satsuma;Satsuma;;Satsuma;;;;;;;;;x
d_osumi;Osumi;Osumi;Osumi;;Osumi;;;;;;;;;x
d_iyo;Iyo;Iyo;Iyo;;Iyo;;;;;;;;;x
d_tosa;Tosa;Tosa;Tosa;;Tosa;;;;;;;;;x
d_sanuki;Sanuki;Sanuki;Sanuki;;Sanuki;;;;;;;;;x
d_awa;Awa;Awa;Awa;;Awa;;;;;;;;;x
d_awaji;Awaji;Awaji;Awaji;;Awaji;;;;;;;;;x
d_sado;Sado;Sado;Sado;;Sado;;;;;;;;;x
d_oki;Oki;Oki;Oki;;Oki;;;;;;;;;x
d_iki;Iki;Iki;Iki;;Iki;;;;;;;;;x
d_goto;Goto;Goto;Goto;;Goto;;;;;;;;;x
d_tsushima;Tsushima;Tsushima;Tsushima;;Tsushima;;;;;;;;;x
######;counties;#;#;;#;;;;;;;;;x
c_tsugaru;Tsugaru;Tsugaru;Tsugaru;;Tsugaru;;;;;;;;;x
c_kazuno;Kazuno;Kazuno;Kazuno;;Kazuno;;;;;;;;;x
c_ninohe;Ninohe;Ninohe;Ninohe;;Ninohe;;;;;;;;;x
c_kita;Kita;Kita;Kita;;Kita;;;;;;;;;x
c_sannohe;Sannohe;Sannohe;Sannohe;;Sannohe;;;;;;;;;x
c_iwate;Iwate;Iwate;Iwate;;Iwate;;;;;;;;;x
c_hei;Hei;Hei;Hei;;Hei;;;;;;;;;x
c_kunohe;Kunohe;Kunohe;Kunohe;;Kunohe;;;;;;;;;x
c_iwai;Iwai;Iwai;Iwai;;Iwai;;;;;;;;;x
c_waga;Waga;Waga;Waga;;Waga;;;;;;;;;x
c_miyagi;Miyagi;Miyagi;Miyagi;;Miyagi;;;;;;;;;x
c_kurokawa;Kurokawa;Kurokawa;Kurokawa;;Kurokawa;;;;;;;;;x
c_kami;Kami;Kami;Kami;;Kami;;;;;;;;;x
c_oshika;Oshika;Oshika;Oshika;;Oshika;;;;;;;;;x
c_kesen;Kesen;Kesen;Kesen;;Kesen;;;;;;;;;x
c_shibata;Shibata;Shibata;Shibata;;Shibata;;;;;;;;;x
c_kurihara;Kurihara;Kurihara;Kurihara;;Kurihara;;;;;;;;;x
c_iwaki;Iwaki;Iwaki;Iwaki;;Iwaki;;;;;;;;;x
c_shirakawa;Shirakawa;Shirakawa;Shirakawa;;Shirakawa;;;;;;;;;x
c_uta;Uta;Uta;Uta;;Uta;;;;;;;;;x
c_igu;Igu;Igu;Igu;;Igu;;;;;;;;;x
c_kikuta;Kikuta;Kikuta;Kikuta;;Kikuta;;;;;;;;;x
c_namekata;Namekata;Namekata;Namekata;;Namekata;;;;;;;;;x
c_ibaraki;Ibaraki;Ibaraki;Ibaraki;;Ibaraki;;;;;;;;;x
c_niihari;Niihari;Niihari;Niihari;;Niihari;;;;;;;;;x
c_kuji;Kuji;Kuji;Kuji;;Kuji;;;;;;;;;x
c_omiya;Omiya;Omiya;Omiya;;Omiya;;;;;;;;;x
c_hitachi;Hitachi;Hitachi;Hitachi;;Hitachi;;;;;;;;;x
c_makabe;Makabe;Makabe;Makabe;;Makabe;;;;;;;;;x
c_kashima;Kashima;Kashima;Kashima;;Kashima;;;;;;;;;x
c_tsukuba;Tsukuba;Tsukuba;Tsukuba;;Tsukuba;;;;;;;;;x
c_ogachi;Ogachi;Ogachi;Ogachi;;Ogachi;;;;;;;;;x
c_hiyama;Hiyama;Hiyama;Hiyama;;Hiyama;;;;;;;;;x
c_yamamoto;Yamamoto;Yamamoto;Yamamoto;;Yamamoto;;;;;;;;;x
c_yuri;Yuri;Yuri;Yuri;;Yuri;;;;;;;;;x
c_akita;Akita;Akita;Akita;;Akita;;;;;;;;;x
c_dewa;Dewa;Dewa;Dewa;;Dewa;;;;;;;;;x
c_mogami;Mogami;Mogami;Mogami;;Mogami;;;;;;;;;x
c_okitama;Okitama;Okitama;Okitama;;Okitama;;;;;;;;;x
c_murayama;Murayama;Murayama;Murayama;;Murayama;;;;;;;;;x
c_akumi;Akumi;Akumi;Akumi;;Akumi;;;;;;;;;x
c_higashi-kubiki;Higashi-Kubiki;Higashi-Kubiki;Higashi-Kubiki;;Higashi-Kubiki;;;;;;;;;x
c_nutari;Nutari;Nutari;Nutari;;Nutari;;;;;;;;;x
c_kanbara;Kanbara;Kanbara;Kanbara;;Kanbara;;;;;;;;;x
c_koshi;Koshi;Koshi;Koshi;;Koshi;;;;;;;;;x
c_mishima;Mishima;Mishima;Mishima;;Mishima;;;;;;;;;x
c_iwafune;Iwafune;Iwafune;Iwafune;;Iwafune;;;;;;;;;x
c_nishi-kubiki;Nishi-Kubiki;Nishi-Kubiki;Nishi-Kubiki;;Nishi-Kubiki;;;;;;;;;x
c_kita-uonuma;Kita-Uonuma;Kita-Uonuma;Kita-Uonuma;;Kita-Uonuma;;;;;;;;;x
c_minami-uonuma;Minami-Uonuma;Minami-Uonuma;Minami-Uonuma;;Minami-Uonuma;;;;;;;;;x
c_kita-aizu;Kita-Aizu;Kita-Aizu;Kita-Aizu;;Kita-Aizu;;;;;;;;;x
c_asaka;Asaka;Asaka;Asaka;;Asaka;;;;;;;;;x
c_yama;Yama;Yama;Yama;;Yama;;;;;;;;;x
c_minami-aizu;Minami-Aizu;Minami-Aizu;Minami-Aizu;;Minami-Aizu;;;;;;;;;x
c_iwase;Iwase;Iwase;Iwase;;Iwase;;;;;;;;;x
c_date;Date;Date;Date;;Date;;;;;;;;;x
c_tsuga;Tsuga;Tsuga;Tsuga;;Tsuga;;;;;;;;;x
c_nasu;Nasu;Nasu;Nasu;;Nasu;;;;;;;;;x
c_haga;Haga;Haga;Haga;;Haga;;;;;;;;;x
c_shioya;Shioya;Shioya;Shioya;;Shioya;;;;;;;;;x
c_samukawa;Samukawa;Samukawa;Samukawa;;Samukawa;;;;;;;;;x
c_ashikaga;Ashikaga;Ashikaga;Ashikaga;;Ashikaga;;;;;;;;;x
c_gunma;Gunma;Gunma;Gunma;;Gunma;;;;;;;;;x
c_agatsuma;Agatsuma;Agatsuma;Agatsuma;;Agatsuma;;;;;;;;;x
c_tone;Tone;Tone;Tone;;Tone;;;;;;;;;x
c_usui;Usui;Usui;Usui;;Usui;;;;;;;;;x
c_kanra;Kanra;Kanra;Kanra;;Kanra;;;;;;;;;x
c_seta;Seta;Seta;Seta;;Seta;;;;;;;;;x
c_nitta;Nitta;Nitta;Nitta;;Nitta;;;;;;;;;x
c_midono;Midono;Midono;Midono;;Midono;;;;;;;;;x
c_toshima;Toshima;Toshima;Toshima;;Toshima;;;;;;;;;x
c_tama;Tama;Tama;Tama;;Tama;;;;;;;;;x
c_kodama;Kodama;Kodama;Kodama;;Kodama;;;;;;;;;x
c_adachi;Adachi;Adachi;Adachi;;Adachi;;;;;;;;;x
c_yokomi;Yokomi;Yokomi;Yokomi;;Yokomi;;;;;;;;;x
c_hiki;Hiki;Hiki;Hiki;;Hiki;;;;;;;;;x
c_iruma;Iruma;Iruma;Iruma;;Iruma;;;;;;;;;x
c_saitama;Saitama;Saitama;Saitama;;Saitama;;;;;;;;;x
c_chichibu;Chichibu;Chichibu;Chichibu;;Chichibu;;;;;;;;;x
c_kuragi;Kuragi;Kuragi;Kuragi;;Kuragi;;;;;;;;;x
c_katsushika;Katsushika;Katsushika;Katsushika;;Katsushika;;;;;;;;;x
c_katori;Katori;Katori;Katori;;Katori;;;;;;;;;x
c_soma;Soma;Soma;Soma;;Soma;;;;;;;;;x
c_chiba;Chiba;Chiba;Chiba;;Chiba;;;;;;;;;x
c_sosa;Sosa;Sosa;Sosa;;Sosa;;;;;;;;;x
c_yuki;Yuki;Yuki;Yuki;;Yuki;;;;;;;;;x
c_unakami;Unakami;Unakami;Unakami;;Unakami;;;;;;;;;x
c_susu;Susu;Susu;Susu;;Susu;;;;;;;;;x
c_isumi;Isumi;Isumi;Isumi;;Isumi;;;;;;;;;x
c_amaha;Amaha;Amaha;Amaha;;Amaha;;;;;;;;;x
c_nagara;Nagara;Nagara;Nagara;;Nagara;;;;;;;;;x
c_musa;Musa;Musa;Musa;;Musa;;;;;;;;;x
c_heguri;Heguri;Heguri;Heguri;;Heguri;;;;;;;;;x
c_nagasa;Nagasa;Nagasa;Nagasa;;Nagasa;;;;;;;;;x
c_awa;Awa;Awa;Awa;;Awa;;;;;;;;;x
c_kamakura;Kamakura;Kamakura;Kamakura;;Kamakura;;;;;;;;;x
c_aiko;Aiko;Aiko;Aiko;;Aiko;;;;;;;;;x
c_ashinokamki;Ashinokami;Ashinokami;Ashinokami;;Ashinokami;;;;;;;;;x
c_ashinoshimo;Ashinoshimo;Ashinoshimo;Ashinoshimo;;Ashinoshimo;;;;;;;;;x
c_tagata;Tagata;Tagata;Tagata;;Tagata;;;;;;;;;x
c_matsuzaki;Matsuzaki;Matsuzaki;Matsuzaki;;Matsuzaki;;;;;;;;;x
c_kimisawa;Kimisawa;Kimisawa;Kimisawa;;Kimisawa;;;;;;;;;x
c_yamanashi;Yamanashi;Yamanashi;Yamanashi;;Yamanashi;;;;;;;;;x
c_koma;Koma;Koma;Koma;;Koma;;;;;;;;;x
c_tsuru;Tsuru;Tsuru;Tsuru;;Tsuru;;;;;;;;;x
c_yatsushiro;Yatsushiro;Yatsushiro;Yatsushiro;;Yatsushiro;;;;;;;;;x
c_tsukama;Tsukama;Tsukama;Tsukama;;Tsukama;;;;;;;;;x
c_takai;Takai;Takai;Takai;;Takai;;;;;;;;;x
c_hanishina;Hanishina;Hanishina;Hanishina;;Hanishina;;;;;;;;;x
c_azumi;Azumi;Azumi;Azumi;;Azumi;;;;;;;;;x
c_chiisagata;Chiisagata;Chiisagata;Chiisagata;;Chiisagata;;;;;;;;;x
c_saku;Saku;Saku;Saku;;Saku;;;;;;;;;x
c_suwa;Suwa;Suwa;Suwa;;Suwa;;;;;;;;;x
c_abe;Abe;Abe;Abe;;Abe;;;;;;;;;x
c_suruga;Suruga;Suruga;Suruga;;Suruga;;;;;;;;;x
c_mashizu;Mashizu;Mashizu;Mashizu;;Mashizu;;;;;;;;;x
c_fuji;Fuji;Fuji;Fuji;;Fuji;;;;;;;;;x
c_kiko;Kiko;Kiko;Kiko;;Kiko;;;;;;;;;x
c_yamaga;Yamaga;Yamaga;Yamaga;;Yamaga;;;;;;;;;x
c_fuchi;Fuchi;Fuchi;Fuchi;;Fuchi;;;;;;;;;x
c_iwata;Iwata;Iwata;Iwata;;Iwata;;;;;;;;;x
c_noto;Noto;Noto;Noto;;Noto;;;;;;;;;x
c_suzu;Suzu;Suzu;Suzu;;Suzu;;;;;;;;;x
c_fukeshi;Fukeshi;Fukeshi;Fukeshi;;Fukeshi;;;;;;;;;x
c_hakui;Hakui;Hakui;Hakui;;Hakui;;;;;;;;;x
c_imizu;Imizu;Imizu;Imizu;;Imizu;;;;;;;;;x
c_shimoniikawa;Shimoniikawa;Shimoniikawa;Shimoniikawa;;Shimoniikawa;;;;;;;;;x
c_kaminiikawa;Kaminiikawa;Kaminiikawa;Kaminiikawa;;Kaminiikawa;;;;;;;;;x
c_nei;Nei;Nei;Nei;;Nei;;;;;;;;;x
c_tonami;Tonami;Tonami;Tonami;;Tonami;;;;;;;;;x
c_nomi;Nomi;Nomi;Nomi;;Nomi;;;;;;;;;x
c_kaga;Kaga;Kaga;Kaga;;Kaga;;;;;;;;;x
c_ishikawa;Ishikawa;Ishikawa;Ishikawa;;Ishikawa;;;;;;;;;x
