######;#;#;#;;#;;;;;;;;;x
PROV32;Ogachi;Ogachi;Ogachi;;Ogachi;;;;;;;;;x
PROV33;Hiyama;Hiyama;Hiyama;;Hiyama;;;;;;;;;x
PROV34;Yamamoto;Yamamoto;Yamamoto;;Yamamoto;;;;;;;;;x
PROV35;Yuri;Yuri;Yuri;;Yuri;;;;;;;;;x
PROV36;Akita;Akita;Akita;;Akita;;;;;;;;;x
PROV37;Dewa;Dewa;Dewa;;Dewa;;;;;;;;;x
PROV38;Mogami;Mogami;Mogami;;Mogami;;;;;;;;;x
PROV39;Okitama;Okitama;Okitama;;Okitama;;;;;;;;;x
PROV40;Murayama;Murayama;Murayama;;Murayama;;;;;;;;;x
PROV41;Akumi;Akumi;Akumi;;Akumi;;;;;;;;;x
PROV42;Higashi-Kubiki;Higashi-Kubiki;Higashi-Kubiki;;Higashi-Kubiki;;;;;;;;;x
PROV43;Nutari;Nutari;Nutari;;Nutari;;;;;;;;;x
PROV44;Kanbara;Kanbara;Kanbara;;Kanbara;;;;;;;;;x
PROV45;Koshi;Koshi;Koshi;;Koshi;;;;;;;;;x
PROV46;Mishima;Mishima;Mishima;;Mishima;;;;;;;;;x
PROV47;Iwafune;Iwafune;Iwafune;;Iwafune;;;;;;;;;x
PROV48;Nishi-Kubiki;Nishi-Kubiki;Nishi-Kubiki;;Nishi-Kubiki;;;;;;;;;x
PROV49;Kita-Uonuma;Kita-Uonuma;Kita-Uonuma;;Kita-Uonuma;;;;;;;;;x
PROV50;Minami-Uonuma;Minami-Uonuma;Minami-Uonuma;;Minami-Uonuma;;;;;;;;;x
PROV51;Kita-Aizu;Kita-Aizu;Kita-Aizu;;Kita-Aizu;;;;;;;;;x
PROV52;Asaka;Asaka;Asaka;;Asaka;;;;;;;;;x
PROV53;Yama;Yama;Yama;;Yama;;;;;;;;;x
PROV54;Minami-Aizu;Minami-Aizu;Minami-Aizu;;Minami-Aizu;;;;;;;;;x
PROV55;Iwase;Iwase;Iwase;;Iwase;;;;;;;;;x
PROV56;Date;Date;Date;;Date;;;;;;;;;x
PROV57;Tsuga;Tsuga;Tsuga;;Tsuga;;;;;;;;;x
PROV58;Nasu;Nasu;Nasu;;Nasu;;;;;;;;;x
PROV59;Haga;Haga;Haga;;Haga;;;;;;;;;x
PROV60;Shioya;Shioya;Shioya;;Shioya;;;;;;;;;x
PROV61;Samukawa;Samukawa;Samukawa;;Samukawa;;;;;;;;;x
PROV62;Ashikaga;Ashikaga;Ashikaga;;Ashikaga;;;;;;;;;x
PROV63;Gunma;Gunma;Gunma;;Gunma;;;;;;;;;x
PROV64;Agatsuma;Agatsuma;Agatsuma;;Agatsuma;;;;;;;;;x
PROV65;Tone;Tone;Tone;;Tone;;;;;;;;;x
PROV66;Usui;Usui;Usui;;Usui;;;;;;;;;x
PROV67;Kanra;Kanra;Kanra;;Kanra;;;;;;;;;x
PROV68;Seta;Seta;Seta;;Seta;;;;;;;;;x
PROV69;Nitta;Nitta;Nitta;;Nitta;;;;;;;;;x
PROV70;Midono;Midono;Midono;;Midono;;;;;;;;;x
PROV71;Toshima;Toshima;Toshima;;Toshima;;;;;;;;;x
PROV72;Tama;Tama;Tama;;Tama;;;;;;;;;x
PROV73;Kodama;Kodama;Kodama;;Kodama;;;;;;;;;x
PROV74;Adachi;Adachi;Adachi;;Adachi;;;;;;;;;x
PROV75;Yokomi;Yokomi;Yokomi;;Yokomi;;;;;;;;;x
PROV76;Hiki;Hiki;Hiki;;Hiki;;;;;;;;;x
PROV77;Iruma;Iruma;Iruma;;Iruma;;;;;;;;;x
PROV78;Saitama;Saitama;Saitama;;Saitama;;;;;;;;;x
PROV79;Chichibu;Chichibu;Chichibu;;Chichibu;;;;;;;;;x
PROV80;Kuragi;Kuragi;Kuragi;;Kuragi;;;;;;;;;x
PROV81;Katsushika;Katsushika;Katsushika;;Katsushika;;;;;;;;;x
PROV82;Katori;Katori;Katori;;Katori;;;;;;;;;x
PROV83;Soma;Soma;Soma;;Soma;;;;;;;;;x
PROV84;Chiba;Chiba;Chiba;;Chiba;;;;;;;;;x
PROV85;Sosa;Sosa;Sosa;;Sosa;;;;;;;;;x
PROV86;Yuki;Yuki;Yuki;;Yuki;;;;;;;;;x
PROV87;Unakami;Unakami;Unakami;;Unakami;;;;;;;;;x
PROV88;Susu;Susu;Susu;;Susu;;;;;;;;;x
PROV89;Isumi;Isumi;Isumi;;Isumi;;;;;;;;;x
PROV90;Amaha;Amaha;Amaha;;Amaha;;;;;;;;;x
PROV91;Nagara;Nagara;Nagara;;Nagara;;;;;;;;;x
PROV92;Musa;Musa;Musa;;Musa;;;;;;;;;x
PROV93;Heguri;Heguri;Heguri;;Heguri;;;;;;;;;x
PROV94;Nagasa;Nagasa;Nagasa;;Nagasa;;;;;;;;;x
PROV95;Awa;Awa;Awa;;Awa;;;;;;;;;x
PROV96;Kamakura;Kamakura;Kamakura;;Kamakura;;;;;;;;;x
PROV97;Aiko;Aiko;Aiko;;Aiko;;;;;;;;;x
PROV98;Ashinokami;Ashinokami;Ashinokami;;Ashinokami;;;;;;;;;x
PROV99;Ashinoshimo;Ashinoshimo;Ashinoshimo;;Ashinoshimo;;;;;;;;;x
PROV100;Tagata;Tagata;Tagata;;Tagata;;;;;;;;;x
PROV101;Matsuzaki;Matsuzaki;Matsuzaki;;Matsuzaki;;;;;;;;;x
PROV102;Kimisawa;Kimisawa;Kimisawa;;Kimisawa;;;;;;;;;x
PROV103;Yamanashi;Yamanashi;Yamanashi;;Yamanashi;;;;;;;;;x
PROV104;Koma;Koma;Koma;;Koma;;;;;;;;;x
PROV105;Tsuru;Tsuru;Tsuru;;Tsuru;;;;;;;;;x
PROV106;Yatsushiro;Yatsushiro;Yatsushiro;;Yatsushiro;;;;;;;;;x
PROV107;Tsukama;Tsukama;Tsukama;;Tsukama;;;;;;;;;x
PROV108;Takai;Takai;Takai;;Takai;;;;;;;;;x
PROV109;Hanishina;Hanishina;Hanishina;;Hanishina;;;;;;;;;x
PROV110;Azumi;Azumi;Azumi;;Azumi;;;;;;;;;x
PROV111;Chiisagata;Chiisagata;Chiisagata;;Chiisagata;;;;;;;;;x
PROV112;Saku;Saku;Saku;;Saku;;;;;;;;;x
PROV113;Suwa;Suwa;Suwa;;Suwa;;;;;;;;;x
PROV114;Abe;Abe;Abe;;Abe;;;;;;;;;x
PROV115;Suruga;Suruga;Suruga;;Suruga;;;;;;;;;x
PROV116;Mashizu;Mashizu;Mashizu;;Mashizu;;;;;;;;;x
PROV117;Fuji;Fuji;Fuji;;Fuji;;;;;;;;;x
PROV118;Kiko;Kiko;Kiko;;Kiko;;;;;;;;;x
PROV119;Yamaga;Yamaga;Yamaga;;Yamaga;;;;;;;;;x
PROV120;Fuchi;Fuchi;Fuchi;;Fuchi;;;;;;;;;x
PROV121;Iwata;Iwata;Iwata;;Iwata;;;;;;;;;x
PROV122;Noto;Noto;Noto;;Noto;;;;;;;;;x
PROV123;Suzu;Suzu;Suzu;;Suzu;;;;;;;;;x
PROV124;Fukeshi;Fukeshi;Fukeshi;;Fukeshi;;;;;;;;;x
PROV125;Hakui;Hakui;Hakui;;Hakui;;;;;;;;;x
PROV126;Imizu;Imizu;Imizu;;Imizu;;;;;;;;;x
PROV127;Shimoniikawa;Shimoniikawa;Shimoniikawa;;Shimoniikawa;;;;;;;;;x
PROV128;Kaminiikawa;Kaminiikawa;Kaminiikawa;;Kaminiikawa;;;;;;;;;x
PROV129;Nei;Nei;Nei;;Nei;;;;;;;;;x
PROV130;Tonami;Tonami;Tonami;;Tonami;;;;;;;;;x
PROV131;Nomi;Nomi;Nomi;;Nomi;;;;;;;;;x
PROV132;Kaga;Kaga;Kaga;;Kaga;;;;;;;;;x
PROV133;Ishikawa;Ishikawa;Ishikawa;;Ishikawa;;;;;;;;;x
PROV134;Enuma;Enuma;Enuma;;Enuma;;;;;;;;;x
PROV135;Hida;Hida;Hida;;Hida;;;;;;;;;x
PROV136;Araki;Araki;Araki;;Araki;;;;;;;;;x
PROV137;Mashita;Mashita;Mashita;;Mashita;;;;;;;;;x
PROV138;Niu;Niu;Niu;;Niu;;;;;;;;;x
PROV139;Tsuruga;Tsuruga;Tsuruga;;Tsuruga;;;;;;;;;x
PROV140;Imatachi;Imatachi;Imatachi;;Imatachi;;;;;;;;;x
PROV141;Ono;Ono;Ono;;Ono;;;;;;;;;x
PROV142;Sakai;Sakai;Sakai;;Sakai;;;;;;;;;x
PROV143;Asuwa;Asuwa;Asuwa;;Asuwa;;;;;;;;;x
PROV144;Ishizu;Ishizu;Ishizu;;Ishizu;;;;;;;;;x
PROV145;Ikeda;Ikeda;Ikeda;;Ikeda;;;;;;;;;x
PROV146;Motosu;Motosu;Motosu;;Motosu;;;;;;;;;x
PROV147;Ahachi;Ahachi;Ahachi;;Ahachi;;;;;;;;;x
PROV148;Kagami;Kagami;Kagami;;Kagami;;;;;;;;;x
PROV149;Mugi;Mugi;Mugi;;Mugi;;;;;;;;;x
PROV150;Gujo;Gujo;Gujo;;Gujo;;;;;;;;;x
PROV151;Kani;Kani;Kani;;Kani;;;;;;;;;x
PROV152;Ena;Ena;Ena;;Ena;;;;;;;;;x
PROV153;Kamo;Kamo;Kamo;;Kamo;;;;;;;;;x
PROV154;Nukata;Nukata;Nukata;;Nukata;;;;;;;;;x
PROV155;Shitara;Shitara;Shitara;;Shitara;;;;;;;;;x
PROV156;Aomi;Aomi;Aomi;;Aomi;;;;;;;;;x
PROV157;Atsumi;Atsumi;Atsumi;;Atsumi;;;;;;;;;x
PROV158;Aichi;Aichi;Aichi;;Aichi;;;;;;;;;x
PROV159;Nakashima;Nakashima;Nakashima;;Nakashima;;;;;;;;;x
PROV160;Chita;Chita;Chita;;Chita;;;;;;;;;x
PROV161;Yamada;Yamada;Yamada;;Yamada;;;;;;;;;x
PROV162;Kasugai;Kasugai;Kasugai;;Kasugai;;;;;;;;;x
PROV163;Haguri;Haguri;Haguri;;Haguri;;;;;;;;;x
PROV164;Niwa;Niwa;Niwa;;Niwa;;;;;;;;;x
PROV165;Kaito;Kaito;Kaito;;Kaito;;;;;;;;;x
PROV166;Kaisei;Kaisei;Kaisei;;Kaisei;;;;;;;;;x
PROV167;Onyu;Onyu;Onyu;;Onyu;;;;;;;;;x
PROV168;Mikata;Mikata;Mikata;;Mikata;;;;;;;;;x
PROV169;Oi;Oi;Oi;;Oi;;;;;;;;;x
PROV170;Gamo;Gamo;Gamo;;Gamo;;;;;;;;;x
PROV171;Kurita;Kurita;Kurita;;Kurita;;;;;;;;;x
PROV172;Azai;Azai;Azai;;Azai;;;;;;;;;x
PROV173;Ika;Ika;Ika;;Ika;;;;;;;;;x
PROV174;Inukami;Inukami;Inukami;;Inukami;;;;;;;;;x
PROV175;Kanzaki;Kanzaki;Kanzaki;;Kanzaki;;;;;;;;;x
PROV176;Koga;Koga;Koga;;Koga;;;;;;;;;x
PROV177;Sakata;Sakata;Sakata;;Sakata;;;;;;;;;x
PROV178;Shiga;Shiga;Shiga;;Shiga;;;;;;;;;x
PROV179;Takashima;Takashima;Takashima;;Takashima;;;;;;;;;x
PROV180;Suzuka;Suzuka;Suzuka;;Suzuka;;;;;;;;;x
PROV181;Asake;Asake;Asake;;Asake;;;;;;;;;x
PROV182;Ichishi;Ichishi;Ichishi;;Ichishi;;;;;;;;;x
PROV183;Iino;Iino;Iino;;Iino;;;;;;;;;x
PROV184;Iitaka;Iitaka;Iitaka;;Iitaka;;;;;;;;;x
PROV185;Kawawa;Kawawa;Kawawa;;Kawawa;;;;;;;;;x
PROV186;Kuwana;Kuwana;Kuwana;;Kuwana;;;;;;;;;x
PROV187;Mie;Mie;Mie;;Mie;;;;;;;;;x
PROV188;Watarai;Watarai;Watarai;;Watarai;;;;;;;;;x
PROV189;Saki;Saki;Saki;;Saki;;;;;;;;;x
PROV190;Ago;Ago;Ago;;Ago;;;;;;;;;x
PROV191;Toshi;Toshi;Toshi;;Toshi;;;;;;;;;x
PROV192;Ahai;Ahai;Ahai;;Ahai;;;;;;;;;x
PROV193;Iga;Iga;Iga;;Iga;;;;;;;;;x
PROV194;Nabari;Nabari;Nabari;;Nabari;;;;;;;;;x
PROV195;Kasa;Kasa;Kasa;;Kasa;;;;;;;;;x
PROV196;Kumano;Kumano;Kumano;;Kumano;;;;;;;;;x
PROV197;Yosa;Yosa;Yosa;;Yosa;;;;;;;;;x
PROV198;Kuwada;Kuwada;Kuwada;;Kuwada;;;;;;;;;x
PROV199;Amata;Amata;Amata;;Amata;;;;;;;;;x
PROV200;Funai;Funai;Funai;;Funai;;;;;;;;;x
PROV201;Hikami;Hikami;Hikami;;Hikami;;;;;;;;;x
PROV202;Ikaruga;Ikaruga;Ikaruga;;Ikaruga;;;;;;;;;x
PROV203;Kadono;Kadono;Kadono;;Kadono;;;;;;;;;x
PROV204;Kii;Kii;Kii;;Kii;;;;;;;;;x
PROV205;Kuse;Kuse;Kuse;;Kuse;;;;;;;;;x
PROV206;Otagi;Otagi;Otagi;;Otagi;;;;;;;;;x
PROV207;Otokuni;Otokuni;Otokuni;;Otokuni;;;;;;;;;x
PROV208;Sagara;Sagara;Sagara;;Sagara;;;;;;;;;x
PROV209;Kizu;Kizu;Kizu;;Kizu;;;;;;;;;x
PROV210;Tsuzuki;Tsuzuki;Tsuzuki;;Tsuzuki;;;;;;;;;x
PROV211;Uji;Uji;Uji;;Uji;;;;;;;;;x
PROV212;Takaichi;Takaichi;Takaichi;;Takaichi;;;;;;;;;x
PROV213;Katsuge;Katsuge;Katsuge;;Katsuge;;;;;;;;;x
PROV214;Katsujo;Katsujo;Katsujo;;Katsujo;;;;;;;;;x
PROV215;Kamiyoshino;Kamiyoshino;Kamiyoshino;;Kamiyoshino;;;;;;;;;x
PROV216;Soejimo;Soejimo;Soejimo;;Soejimo;;;;;;;;;x
PROV217;Soekami;Soekami;Soekami;;Soekami;;;;;;;;;x
PROV218;Shimoyoshino;Shimoyoshino;Shimoyoshino;;Shimoyoshino;;;;;;;;;x
PROV219;Uda;Uda;Uda;;Uda;;;;;;;;;x
PROV220;Yamabe;Yamabe;Yamabe;;Yamabe;;;;;;;;;x
PROV221;Nagusa;Nagusa;Nagusa;;Nagusa;;;;;;;;;x
PROV222;Arida;Arida;Arida;;Arida;;;;;;;;;x
PROV223;Hidaka;Hidaka;Hidaka;;Hidaka;;;;;;;;;x
PROV224;Muro;Muro;Muro;;Muro;;;;;;;;;x
PROV225;Naga;Naga;Naga;;Naga;;;;;;;;;x
PROV226;Izumi;Izumi;Izumi;;Izumi;;;;;;;;;x
PROV227;Hine;Hine;Hine;;Hine;;;;;;;;;x
PROV228;Minami;Minami;Minami;;Minami;;;;;;;;;x
PROV229;Otori;Otori;Otori;;Otori;;;;;;;;;x
PROV230;Misaki;Misaki;Misaki;;Misaki;;;;;;;;;x
PROV231;Kawachi;Kawachi;Kawachi;;Kawachi;;;;;;;;;x
PROV232;Asukabe;Asukabe;Asukabe;;Asukabe;;;;;;;;;x
PROV233;Manda;Manda;Manda;;Manda;;;;;;;;;x
PROV234;Nishikibe;Nishikibe;Nishikibe;;Nishikibe;;;;;;;;;x
PROV235;Tanboku;Tanboku;Tanboku;;Tanboku;;;;;;;;;x
PROV236;Nishinari;Nishinari;Nishinari;;Nishinari;;;;;;;;;x
PROV237;Arima;Arima;Arima;;Arima;;;;;;;;;x
PROV238;Inagawa;Inagawa;Inagawa;;Inagawa;;;;;;;;;x
PROV239;Nose;Nose;Nose;;Nose;;;;;;;;;x
PROV240;Shimakami;Shimakami;Shimakami;;Shimakami;;;;;;;;;x
PROV241;Shimashimo;Shimashimo;Shimashimo;;Shimashimo;;;;;;;;;x
PROV242;Kawabe;Kawabe;Kawabe;;Kawabe;;;;;;;;;x
PROV243;Teshima;Teshima;Teshima;;Teshima;;;;;;;;;x
PROV244;Ubara;Ubara;Ubara;;Ubara;;;;;;;;;x
PROV245;Yatabe;Yatabe;Yatabe;;Yatabe;;;;;;;;;x
PROV246;Mikumi;Mikumi;Mikumi;;Mikumi;;;;;;;;;x
PROV247;Shitsumi;Shitsumi;Shitsumi;;Shitsumi;;;;;;;;;x
PROV248;Asago;Asago;Asago;;Asago;;;;;;;;;x
PROV249;Shikama;Shikama;Shikama;;Shikama;;;;;;;;;x
PROV250;Ittou;Ittou;Ittou;;Ittou;;;;;;;;;x
PROV251;Akashi;Akashi;Akashi;;Akashi;;;;;;;;;x
PROV252;Ako;Ako;Ako;;Ako;;;;;;;;;x
PROV253;Issai;Issai;Issai;;Issai;;;;;;;;;x
PROV254;Taka;Taka;Taka;;Taka;;;;;;;;;x
PROV255;Sayo;Sayo;Sayo;;Sayo;;;;;;;;;x
PROV256;Houmi;Houmi;Houmi;;Houmi;;;;;;;;;x
PROV257;Takakusa;Takakusa;Takakusa;;Takakusa;;;;;;;;;x
PROV258;Yakami;Yakami;Yakami;;Yakami;;;;;;;;;x
PROV259;Tomata;Tomata;Tomata;;Tomata;;;;;;;;;x
PROV260;Katsuta;Katsuta;Katsuta;;Katsuta;;;;;;;;;x
PROV261;Mashima;Mashima;Mashima;;Mashima;;;;;;;;;x
PROV262;Awasaka;Awasaka;Awasaka;;Awasaka;;;;;;;;;x
PROV263;Joto;Joto;Joto;;Joto;;;;;;;;;x
PROV264;Kojima;Kojima;Kojima;;Kojima;;;;;;;;;x
PROV265;Oku;Oku;Oku;;Oku;;;;;;;;;x
PROV266;Kume;Kume;Kume;;Kume;;;;;;;;;x
PROV267;Aimi;Aimi;Aimi;;Aimi;;;;;;;;;x
PROV268;Hino;Hino;Hino;;Hino;;;;;;;;;x
PROV269;Mitsugi;Mitsugi;Mitsugi;;Mitsugi;;;;;;;;;x
PROV270;Jinseki;Jinseki;Jinseki;;Jinseki;;;;;;;;;x
PROV271;Mikami;Mikami;Mikami;;Mikami;;;;;;;;;x
PROV272;Eso;Eso;Eso;;Eso;;;;;;;;;x
PROV273;Shimane;Shimane;Shimane;;Shimane;;;;;;;;;x
PROV274;Iishi;Iishi;Iishi;;Iishi;;;;;;;;;x
PROV275;Izumo;Izumo;Izumo;;Izumo;;;;;;;;;x
PROV276;Ohara;Ohara;Ohara;;Ohara;;;;;;;;;x
PROV277;Kaya;Kaya;Kaya;;Kaya;;;;;;;;;x
PROV278;Aga;Aga;Aga;;Aga;;;;;;;;;x
PROV279;Kato;Kato;Kato;;Kato;;;;;;;;;x
PROV280;Tetta;Tetta;Tetta;;Tetta;;;;;;;;;x
PROV281;Ano;Ano;Ano;;Ano;;;;;;;;;x
PROV282;Naka;Naka;Naka;;Naka;;;;;;;;;x
PROV283;Mino;Mino;Mino;;Mino;;;;;;;;;x
PROV284;Aki;Aki;Aki;;Aki;;;;;;;;;x
PROV285;Saeki;Saeki;Saeki;;Saeki;;;;;;;;;x
PROV286;Sata;Sata;Sata;;Sata;;;;;;;;;x
PROV287;Yamagata;Yamagata;Yamagata;;Yamagata;;;;;;;;;x
PROV288;Yoshiki;Yoshiki;Yoshiki;;Yoshiki;;;;;;;;;x
PROV289;Kuga;Kuga;Kuga;;Kuga;;;;;;;;;x
PROV290;Kumage;Kumage;Kumage;;Kumage;;;;;;;;;x
PROV291;Otsu;Otsu;Otsu;;Otsu;;;;;;;;;x
PROV292;Abu;Abu;Abu;;Abu;;;;;;;;;x
PROV293;Asa;Asa;Asa;;Asa;;;;;;;;;x
PROV294;Miyako;Miyako;Miyako;;Miyako;;;;;;;;;x
PROV295;Nakatsu;Nakatsu;Nakatsu;;Nakatsu;;;;;;;;;x
PROV296;Usa;Usa;Usa;;Usa;;;;;;;;;x
PROV297;Mushiroda;Mushiroda;Mushiroda;;Mushiroda;;;;;;;;;x
PROV298;Geza;Geza;Geza;;Geza;;;;;;;;;x
PROV299;Ito;Ito;Ito;;Ito;;;;;;;;;x
PROV300;Kama;Kama;Kama;;Kama;;;;;;;;;x
PROV301;Munakata;Munakata;Munakata;;Munakata;;;;;;;;;x
PROV302;Saka;Saka;Saka;;Saka;;;;;;;;;x
PROV303;Kishima;Kishima;Kishima;;Kishima;;;;;;;;;x
PROV304;Matsura;Matsura;Matsura;;Matsura;;;;;;;;;x
PROV305;Sonoki;Sonoki;Sonoki;;Sonoki;;;;;;;;;x
PROV306;Takaku;Takaku;Takaku;;Takaku;;;;;;;;;x
PROV307;Yabu;Yabu;Yabu;;Yabu;;;;;;;;;x
PROV308;Ikuha;Ikuha;Ikuha;;Ikuha;;;;;;;;;x
PROV309;Kozuma;Kozuma;Kozuma;;Kozuma;;;;;;;;;x
PROV310;Mii;Mii;Mii;;Mii;;;;;;;;;x
PROV311;Mizuma;Mizuma;Mizuma;;Mizuma;;;;;;;;;x
PROV312;Oita;Oita;Oita;;Oita;;;;;;;;;x
PROV313;Ama;Ama;Ama;;Ama;;;;;;;;;x
PROV314;Hayami;Hayami;Hayami;;Hayami;;;;;;;;;x
PROV315;Hita;Hita;Hita;;Hita;;;;;;;;;x
PROV316;Kunisaki;Kunisaki;Kunisaki;;Kunisaki;;;;;;;;;x
PROV317;Taguchi;Taguchi;Taguchi;;Taguchi;;;;;;;;;x
PROV318;Mashiki;Mashiki;Mashiki;;Mashiki;;;;;;;;;x
PROV319;Takuma;Takuma;Takuma;;Takuma;;;;;;;;;x
PROV320;Ashikita;Ashikita;Ashikita;;Ashikita;;;;;;;;;x
PROV321;Aso;Aso;Aso;;Aso;;;;;;;;;x
PROV322;Kuma;Kuma;Kuma;;Kuma;;;;;;;;;x
PROV323;Tamana;Tamana;Tamana;;Tamana;;;;;;;;;x
PROV324;Koyu;Koyu;Koyu;;Koyu;;;;;;;;;x
PROV325;Murakata;Murakata;Murakata;;Murakata;;;;;;;;;x
PROV326;Usuki;Usuki;Usuki;;Usuki;;;;;;;;;x
PROV327;Kagoshima;Kagoshima;Kagoshima;;Kagoshima;;;;;;;;;x
PROV328;Ata;Ata;Ata;;Ata;;;;;;;;;x
PROV329;Satsuma;Satsuma;Satsuma;;Satsuma;;;;;;;;;x
PROV330;Taki;Taki;Taki;;Taki;;;;;;;;;x
PROV331;Osumi;Osumi;Osumi;;Osumi;;;;;;;;;x
PROV332;Kuwahara;Kuwahara;Kuwahara;;Kuwahara;;;;;;;;;x
PROV333;Soo;Soo;Soo;;Soo;;;;;;;;;x
PROV334;Kuwamura;Kuwamura;Kuwamura;;Kuwamura;;;;;;;;;x
PROV335;Ikata;Ikata;Ikata;;Ikata;;;;;;;;;x
PROV336;Uwa;Uwa;Uwa;;Uwa;;;;;;;;;x
PROV337;Ukena;Ukena;Ukena;;Ukena;;;;;;;;;x
PROV338;Iyo;Iyo;Iyo;;Iyo;;;;;;;;;x
PROV339;Uma;Uma;Uma;;Uma;;;;;;;;;x
PROV340;Nagaoka;Nagaoka;Nagaoka;;Nagaoka;;;;;;;;;x
PROV341;Tosa;Tosa;Tosa;;Tosa;;;;;;;;;x
PROV342;Hata;Hata;Hata;;Hata;;;;;;;;;x
PROV343;Utari;Utari;Utari;;Utari;;;;;;;;;x
PROV344;Ouchi;Ouchi;Ouchi;;Ouchi;;;;;;;;;x
PROV345;Kagawa;Kagawa;Kagawa;;Kagawa;;;;;;;;;x
PROV346;Toyota;Toyota;Toyota;;Toyota;;;;;;;;;x
PROV347;Katsuura;Katsuura;Katsuura;;Katsuura;;;;;;;;;x
PROV348;Miyoshi;Miyoshi;Miyoshi;;Miyoshi;;;;;;;;;x
PROV349;Kaifu;Kaifu;Kaifu;;Kaifu;;;;;;;;;x
PROV350;Itano;Itano;Itano;;Itano;;;;;;;;;x
PROV351;Awaji;Awaji;Awaji;;Awaji;;;;;;;;;x
PROV352;Tsuna;Tsuna;Tsuna;;Tsuna;;;;;;;;;x
PROV353;Mihara;Mihara;Mihara;;Mihara;;;;;;;;;x
PROV354;Sawata;Sawata;Sawata;;Sawata;;;;;;;;;x
PROV355;Hamochi;Hamochi;Hamochi;;Hamochi;;;;;;;;;x
PROV356;Ryotsu;Ryotsu;Ryotsu;;Ryotsu;;;;;;;;;x
PROV357;Oki;Oki;Oki;;Oki;;;;;;;;;x
PROV358;Iki;Iki;Iki;;Iki;;;;;;;;;x
PROV359;Goto;Goto;Goto;;Goto;;;;;;;;;x
PROV360;Tsushima;Tsushima;Tsushima;;Tsushima;;;;;;;;;x
PROV361;Tanegashima;Tanegashima;Tanegashima;;Tanegashima;;;;;;;;;x
PROV362; ; ; ;B1; ;;;;;;;;;x
PROV363; ; ; ;C1; ;;;;;;;;;x
PROV364; ; ; ;D1; ;;;;;;;;;x
PROV365; ; ; ;A2; ;;;;;;;;;x
PROV366; ; ; ;B2; ;;;;;;;;;x
PROV367; ; ; ;C2; ;;;;;;;;;x
PROV368; ; ; ;D2; ;;;;;;;;;x
PROV369; ; ; ;A3; ;;;;;;;;;x
PROV370; ; ; ;B3; ;;;;;;;;;x
PROV371; ; ; ;C3; ;;;;;;;;;x
PROV372; ; ; ;D3; ;;;;;;;;;x
PROV373; ; ; ;A4; ;;;;;;;;;x
PROV374; ; ; ;B4; ;;;;;;;;;x
PROV375; ; ; ;C4; ;;;;;;;;;x
PROV376; ; ; ;D4; ;;;;;;;;;x
PROV377;Ogawara Lake;Ogawara;Ogawara;;Ogawara;;;;;;;;;x
PROV378;Towada Lake;Towada;Towada;;Towada;;;;;;;;;x
PROV379;Hachirogata Lake;Hachirogata;Hachirogata;;Hachirogata;;;;;;;;;x
